time,x,y,z,qx,qy,qz,qw
1744722638.3317962,-0.0005312237178460697,0.02714319866129937,0.015088194736930476,0.44047880181534105,0.8967180447488942,-0.0,0.04330327208239389
1744722638.3998945,-0.0007464697004089677,0.02617267659993091,0.015095405954083714,0.508110155378007,0.8597340976332778,-0.0,0.051781766756566545
1744722638.4684746,-0.0008511807326475486,0.02506559884144555,0.015076812667429799,0.5112407735057912,0.857941222195956,-0.0,0.05069251189386384
1744722638.538798,-0.001007316762174358,0.023889177326938797,0.015209601810272026,0.4468102518628328,0.8932657888492491,-0.0,0.04936425125331657
1744722638.6120803,-0.0011122010799949312,0.02246842848037747,0.015399567937810568,0.2660986077184305,0.9629377475802152,-0.0,0.0440729537863595
1744722638.67932,-0.001206210193382499,0.021220890453750627,0.015364274078786785,0.08970250301168936,0.9951070902433569,-0.0,0.0414166621160803
1744722638.7466698,-0.001407599921129922,0.01995606190744644,0.01534406049596655,-0.011480658013509027,0.9990256086602838,0.0,0.04261487689207372
1744722638.8141878,-0.0014431367264877214,0.018722304947190085,0.015251680368941863,-0.05541558409466221,0.9976038922431693,0.0,0.041419647761982974
1744722638.8824582,-0.001620311858928511,0.017646498750887165,0.015239485976802386,-0.08627385765190196,0.9953963782766143,0.0,0.04174771370576695
1744722638.9505832,-0.001720494493812233,0.01654702075393831,0.01526082988215691,0.08584186650335249,0.9953794349680127,-0.0,0.043022719555839084
1744722639.0212379,-0.0017459385166017584,0.015276044014555875,0.015264693900854331,-0.003558693938034077,0.9992194941018296,0.0,0.03934130532072949
1744722639.0971925,-0.0019363144578447543,0.014128827662136743,0.015317411064457255,-0.030833481695425578,0.9987725986461679,0.0,0.038763289335643415
1744722639.1660368,-0.0019405886870793403,0.012876039051864624,0.015354742825802953,0.14390970306128165,0.9888503417028246,-0.0,0.038275306387027384
1744722639.2342296,-0.002089728534467258,0.011549097305384875,0.015388758681546358,-0.1720917912489361,0.984397723409521,0.0,0.0366815693623492
1744722639.3019998,-0.0021753143343598287,0.010294275258393524,0.015260805795915319,-0.39952845848405083,0.9158474533130371,0.0,0.040005663616323885
1744722639.3696992,-0.002291341250111491,0.009075540171235387,0.015103266851218444,-0.45354145926699024,0.8901942908159605,0.0,0.04306122762577023
1744722639.4385293,-0.0024342568683188457,0.008262068991468731,0.015092104250231745,-0.42487182021309094,0.9041636757608086,0.0,0.04440702448395206
1744722639.5070126,-0.002432511968295361,0.00775222747770134,0.015018438958921073,-0.34894124564717505,0.9360378887103695,0.0,0.04553106615083484
1744722639.574676,-0.0022725884205495443,0.007484751032435385,0.014984735212074527,-0.3681080358116857,0.9283245667624875,0.0,0.05205739828403628
1744722639.6444693,-0.0010486582024032578,0.0073142340479715245,0.015014638212575808,-0.3851605886673767,0.9216745443758657,0.0,0.04655486211922803
1744722639.7175438,0.0006506723921606289,0.0070494603855097565,0.015022833036197926,-0.4384978519099748,0.8977945882289514,0.0,0.04104279738450762
1744722639.7850115,0.002314448521000143,0.006870459138271748,0.01501158971133035,-0.4564967267533574,0.8887905009726464,0.0,0.04076988894101512
1744722639.852809,0.00414637285254213,0.00662558860593705,0.015039171743992618,-0.45767799710514456,0.8883850846213495,0.0,0.03609421543877934
1744722639.9203832,0.005841712034374323,0.006427445494119749,0.015027769338953065,-0.47847248899597683,0.8773707687228656,0.0,0.03584147687586482
1744722639.9886167,0.007441494195481084,0.006324677795983677,0.015109601081538289,-0.2906365796409592,0.956138297299587,0.0,0.03646827404266727
1744722640.0621736,0.009156570768710516,0.006140384482942626,0.015153976679998644,-0.18712392871205646,0.981819093728688,0.0,0.0318732253332295
1744722640.1317756,0.010947561240183219,0.005949113863456112,0.015199458904572758,-0.1907341860241208,0.9812960786461702,0.0,0.02604757791744535
1744722640.2000284,0.01291777818455257,0.00560335271103984,0.015157066261882646,-0.3420657458473094,0.9393729616513268,0.0,0.023863453990128496
1744722640.204331,0.014611459400850702,0.0051798828558511124,0.015163340136501561,-0.6084500163276604,0.7931586048706109,0.0,0.02622985227896182
1744722640.333943,0.016159572685101483,0.005038116861666707,0.015200218106490701,-0.43358383563326985,0.9005720833975602,0.0,0.03122467105542606
1744722640.4022753,0.017907125199629923,0.004751621562691981,0.015283943995109756,-0.4290765672211327,0.902719620990966,0.0,0.03147356572833372
1744722640.4721866,0.019682111815469215,0.004619165526581925,0.015394516502125914,-0.25522719521684617,0.9665319687194414,0.0,0.025981383047537755
1744722640.540953,0.021527154651207452,0.00437458212072742,0.015472839032801264,-0.29297253099458737,0.9559307050892254,0.0,0.01906785646689183
1744722640.6087923,0.023426637803148798,0.0040355658769919795,0.015548341106488851,-0.7769957437166244,0.629392856183915,0.0,0.011926727585694132
1744722640.6774554,0.025084566644083133,0.003911381829045533,0.01564895549944723,-0.38155427218749793,0.9242456564874622,0.0,0.013649316449144662
1744722640.7469633,0.026804221125472386,0.0037407311162583994,0.015664648962799874,-0.39342978551379737,0.9193293117339616,0.0,0.0068279174956859525
1744722640.8155525,0.027624144857099034,0.0036862020268091456,0.01557771766508325,-0.5700574181506533,0.821536375710194,0.0,0.010607704575942225
1744722640.8855317,0.027980418863529116,0.0044415360193551115,0.015471413642965759,0.616373724880401,0.7873642753581042,-0.0,0.011871359099419257
1744722640.9529603,0.028299064445167693,0.005445779623375577,0.015484424646760458,0.9879873011526475,0.15418198161638783,-0.0,0.010440752173655886
1744722641.0230427,0.02836386378318803,0.0063686009018318265,0.015514567048195363,-0.3194470627535173,0.9475971812037522,0.0,0.003627157682474267
1744722641.0986147,0.02855494796905337,0.007476123908027557,0.015478733974740302,-0.8420344418582422,0.5394127244691188,0.0,0.0034512903791763
1744722641.165608,0.02863339682757191,0.008839270564838197,0.015759368405134713,-0.8960423336530486,0.44392443794083014,0.0,0.0062633617584202965
1744722641.232919,0.028733113000339174,0.009991761562312395,0.015768127989699426,-0.6980815202410366,0.7159921582357489,0.0,0.006117225096209012
1744722641.3005486,0.028897298445868184,0.01113259441436933,0.01572868441498113,-0.839045022874819,0.5440404790929659,0.0,0.004838046846685953
1744722641.3693297,0.028987004929855877,0.012359031809335208,0.015846538896909176,-0.1928120357328261,0.9812304097720868,0.0,0.003225184501071626
1744722641.4377081,0.02906450001377912,0.013737125588823668,0.015968957045084536,0.9243798178499494,0.381244866047743,-0.0,0.013202441589835556
1744722641.5066116,0.02917849038579239,0.015086921282073815,0.0159312559401687,0.9612662011640646,0.2747835034517063,-0.0,0.021478285090170933
1744722641.5749269,0.029319129325071167,0.016298117469405505,0.015872637097246803,0.9788909276326816,0.20326164260446,-0.0,0.021383555461263807
1744722641.6428902,0.02942109205952443,0.017450770996237288,0.015848840847702883,0.9538706495428774,0.2997192334876001,-0.0,0.017296387433642504
1744722641.7110596,0.029564563402674934,0.018704082101508604,0.015870406960044377,0.9833636838835224,0.1807891267134841,-0.0,0.01763963948621999
1744722641.7792883,0.029722805210916536,0.019888960681147455,0.015877041145679668,0.9949776746902425,0.09831381426798304,-0.0,0.01881012472257273
1744722641.8476396,0.029807051590143054,0.02123019863119328,0.015808961195506423,0.9909059128007728,0.1320640739992577,-0.0,0.025778912606740683
1744722641.9164183,0.030031739920091234,0.022385436050344865,0.01594621636858081,0.986776133654884,-0.16021649475226413,0.0,0.02456698716604061
1744722641.9867237,0.030197524150135335,0.023679033381070285,0.016064504171594583,0.9866558396161407,-0.1591793474943227,0.0,0.03423725284905601
1744722642.0623002,0.030243732538913295,0.02500672286674519,0.01590820255208601,0.9980362236969963,-0.04648614042527975,0.0,0.04198493702508824
1744722642.131816,0.0302906098964653,0.02620037919496739,0.015764807499976687,0.9982146526914035,0.0460379376173927,-0.0,0.038052798216660265
1744722642.200341,0.030379469648470752,0.027412810687773338,0.01563607989286815,0.996626788664408,0.07248050921708356,-0.0,0.03849181601460146
1744722642.2689068,0.030464610454546206,0.02853720817638448,0.015653895622779957,0.996529263272216,0.07706605138917366,-0.0,0.031468256472444944
1744722642.3368144,0.03058764124369385,0.02954626692991961,0.015498527814560164,0.9934810761132412,0.11115145840783468,-0.0,0.025312145280235794
1744722642.4041176,0.030677450421947312,0.0307706177522424,0.015514628362302553,0.9890406708860832,0.14548334078214664,-0.0,0.025162449961647595
1744722642.472392,0.030827764943041618,0.0319647490602819,0.01559091115684618,0.996817530241357,0.07437678595870473,-0.0,0.02868632276842783
1744722642.5409148,0.03091976173398081,0.032721391975857106,0.015678631900572813,0.9939878284489924,0.10638624294326239,-0.0,0.025887529964710738
1744722642.609157,0.03092810707426492,0.03325395119922137,0.015677157128937122,0.9928301026321588,0.11574498547801895,-0.0,0.029857756849949894
1744722642.6772094,0.030595548369807903,0.03347851832190744,0.015599556086856245,0.9893354624953115,0.1427340378918931,-0.0,0.029023043883503956
1744722642.7458768,0.029266869776718055,0.03373829526000965,0.015587047240978626,0.9720773734187769,0.23246513882481848,-0.0,0.032024042818013757
1744722642.813384,0.027624886156037403,0.03398550183222158,0.015585003255306514,0.9123576391716469,0.40792221295908554,-0.0,0.03468438293672283
1744722642.8819916,0.0259450363210772,0.03422592009018944,0.015556372805767922,0.8839274642003422,0.4661148457608377,-0.0,0.0375391608018011
1744722642.9508862,0.024285339803118963,0.03449211686101453,0.01552737361212425,0.8620460222620023,0.5051614087515274,-0.0,0.04109265883867378
1744722643.0205178,0.022590703628285247,0.03469898436754735,0.0154930102683504,0.8282336413369044,0.5589586050585543,-0.0,0.03992885158387759
1744722643.0896845,0.02088865145564518,0.034934706203724374,0.015470893913851702,0.7972228437632352,0.6022772250732082,-0.0,0.0412053581488692
1744722643.1637907,0.0191169174449045,0.03516572785601149,0.01538791099681925,0.7562609183068524,0.6529699042902413,-0.0,0.041227751974487914
1744722643.2353358,0.017472835217004205,0.03537658248496271,0.015341488397876904,0.7052015895495763,0.707523111669389,-0.0,0.04584500573035608
1744722643.303186,0.015846678174559765,0.03560418120767412,0.015246486660100669,0.7359397058916981,0.6755581225346339,-0.0,0.04487730350100759
1744722643.3710303,0.014181963344789899,0.03581531354025081,0.01517282744723391,0.7570138821185342,0.6520243073141644,-0.0,0.042359000829933206
1744722643.4389691,0.012566831259760072,0.03599044219788042,0.015156734629616087,0.79856387340402,0.6007118755514428,-0.0,0.03796027746785243
1744722643.5075068,0.010987307677011117,0.03624136397411891,0.015134674411946322,0.8416966882343876,0.5385703072013748,-0.0,0.0385837947366647
1744722643.5751443,0.009394296236878074,0.036443923033306,0.015135385334510467,0.8446200197045088,0.5339215247887996,-0.0,0.03930429596823157
1744722643.64339,0.007646816945934119,0.03667546791029483,0.015106160539301371,0.8442773948241757,0.5342790740661396,-0.0,0.04173190151348738
1744722643.7119467,0.005971719737476763,0.036925769307835726,0.0150390027984303,0.8255413659583372,0.5624961295406938,-0.0,0.04560216380153351
1744722643.7807226,0.004320179987857535,0.03706882204033155,0.014992588332543952,0.8122583740117019,0.5817116745535211,-0.0,0.04298676000822378
1744722643.8478687,0.0027081365667957417,0.03727944528353398,0.014959198675289607,0.8018751949822024,0.5958728366824362,-0.0,0.04395149799815323
1744722643.9168732,0.0015218063807038405,0.03741618710209747,0.014979716762034308,0.7737607307623918,0.6317059577001843,-0.0,0.04734885992442013
1744722643.9860227,0.0008870910332521667,0.03717470727542583,0.015210570070346126,0.7583944024925356,0.6497629485027958,-0.0,0.051439683328568415
1744722644.060178,0.0005763477111133844,0.036360428798979064,0.015216602552818302,0.7613401614078479,0.6462676301268626,-0.0,0.05195487347382328
1744722644.1301467,0.0003812704178458323,0.0351871283214971,0.015261835043258152,0.7326995854754315,0.6788846802656217,-0.0,0.04761206091712121
1744722644.1995192,0.00022253394729788645,0.03388199381946987,0.015300493587040555,0.6269923744093217,0.7778822147077941,-0.0,0.04218794228044887
1744722644.2870023,3.248170312984138e-05,0.03260128018481449,0.015360596221657346,0.53028666307916,0.8468206073109086,-0.0,0.04112072462826839
1744722644.3537784,-9.009434903032144e-05,0.030918273595755906,0.015230461235196547,0.33949831131193464,0.939827293735963,-0.0,0.03828256215668743
1744722644.4209938,-0.00023538584470702228,0.029835390319709443,0.015095799021025117,0.502288034241082,0.8635189813296178,-0.0,0.04518516948832804
1744722644.4883444,-0.00037276960918364755,0.028715578447315794,0.014899977815400084,0.4547960072829799,0.8892722020962281,-0.0,0.04853392976449772
1744722644.5566132,-0.000523510899753683,0.027656692627367162,0.014894581804507841,0.48139439644359167,0.8749529403437769,-0.0,0.05212280936873769
1744722644.6249335,-0.0006535378982918653,0.02655981339732992,0.01500088668536786,0.5204329598090194,0.852245479539658,-0.0,0.053171204130074465
1744722644.6927977,-0.0007712907984247893,0.0254072826579377,0.015015676344001286,0.49897502927326265,0.8650575556759604,-0.0,0.05195522620179357
1744722644.7611716,-0.0009199141240203927,0.024183442589153396,0.015139049207716773,0.4769062959482035,0.8774491678610293,-0.0,0.051413448677867256
1744722644.8301272,-0.0010350745479117656,0.022882988049446037,0.015337236255588641,0.39089998924285957,0.9192060838318569,-0.0,0.04751182859492742
1744722644.8984854,-0.0011704413126421996,0.02150753218190997,0.01532185768318656,0.10690900660897842,0.993314978052002,-0.0,0.043541000027933055
1744722644.9667184,-0.001275363157087077,0.020239112526954345,0.015348210272426978,-0.007029301203738153,0.9990662484441126,0.0,0.04262886515488984
1744722645.0445411,-0.0014076088798743683,0.019008614929578685,0.015242413588951183,-0.06899137608468335,0.996685928743523,0.0,0.043096977511220866
1744722645.113094,-0.0015458273977784322,0.01788172869867185,0.015189696163145541,-0.056861500073889765,0.9974347735177704,0.0,0.04348151776216096
1744722645.1798682,-0.001640350043560672,0.016819023986360534,0.015083817247147116,0.19527642395916026,0.9796446566637561,-0.0,0.04651306177702961
1744722645.2467139,-0.0017461357905414825,0.015592768907791318,0.015079216093023404,0.11903160020040728,0.9918095872780692,-0.0,0.046316527687605274
1744722645.3152134,-0.0018409733847701876,0.014496117243971594,0.015118045698288472,0.2480705551264919,0.967734911751841,-0.0,0.044160392388326475
1744722645.3972826,-0.0019791119557739214,0.013216916494563316,0.015203560720325443,0.041488284824182146,0.9981483516209244,-0.0,0.04448134866187304
1744722645.4663053,-0.0020650662061018157,0.011915545845081837,0.015324420915982665,-0.08444003979123518,0.9956227264004155,0.0,0.04006577535825142
1744722645.5334444,-0.0021603487503911315,0.010609432582940836,0.015275817392493616,-0.3428387355239115,0.9384933856038695,0.0,0.04113109045663887
1744722645.6006305,-0.002276994315495744,0.009415901915736928,0.01511286528369971,-0.43622376288638964,0.8987908337010228,0.0,0.043403524606413134
1744722645.667877,-0.0023925668768302764,0.00847030684310726,0.015069628593957931,-0.35215343428205803,0.9348809838971476,0.0,0.044559002130362145
1744722645.7361124,-0.0024420553721285656,0.00784247200103167,0.01499258077551965,-0.3840847066039566,0.9221156585164257,0.0,0.046708141386392885
1744722645.8041549,-0.002396909790993018,0.007559189755643365,0.015001100823803416,-0.36405028355218155,0.929982424205942,0.0,0.05099099639755845
1744722645.872662,-0.0014351484638372809,0.007335807629896149,0.015008478174552984,-0.3774175684340648,0.9246994496328572,0.0,0.0498688969800723
1744722645.9411833,0.00022900106430423633,0.007134136511747335,0.015028966325878699,-0.4207623566270837,0.9061662371115382,0.0,0.042682431570124496
1744722646.0097818,0.001934746088675217,0.006933055964912828,0.015039527903488207,-0.44611618663354696,0.8941369209847578,0.0,0.03872356589261174
1744722646.0905156,0.0036515507804276404,0.006704013151303584,0.015035356626364219,-0.4430373861269356,0.8956662775222263,0.0,0.03872717138251994
1744722646.162347,0.0050823273132579155,0.006545491490635458,0.014976138689240213,-0.1843753067748484,0.9808560642764073,0.0,0.06266679682157866
1744722646.2333295,0.006732985731631161,0.006367726749860497,0.015006610496046303,-0.14572162774612665,0.9874078591044857,0.0,0.061570504185977495
1744722646.3042452,0.008873936319538395,0.006039045056282959,0.014898911461853306,-0.28616365885848316,0.9568673817918251,0.0,0.050151510561335516
1744722646.3750906,0.010583505569486985,0.00587678518603165,0.014858543655619621,-0.1926482369883729,0.9799109649700792,0.0,0.05158640825527655
1744722646.4473093,0.013094257908561014,0.005244692880677575,0.014863915150869137,-0.779793514274725,0.624761748595564,0.0,0.039935355099055284
1744722646.51613,0.014986336084256936,0.0052396279791897685,0.01502106993554594,-0.5108780885615247,0.8592141644652276,0.0,0.02746995103825723
1744722646.5839114,0.016559988158826897,0.004983893454297776,0.015140080772621802,-0.3794737041057258,0.9246375795689749,0.0,0.03232730024465845
1744722646.650837,0.018233381741394283,0.0047708287482617785,0.015255198998795566,-0.246969270125167,0.9683968065991968,0.0,0.034839698367238645
1744722646.718065,0.0200469755870506,0.00454275394533483,0.015350637611820503,-0.2379537023595195,0.9707812307967402,0.0,0.03101350457725483
1744722646.7865198,0.02184772394586131,0.004242327116113283,0.015409694568853084,-0.4479081890449807,0.893693595610182,0.0,0.026268067149872346
1744722646.8547337,0.02355937931416291,0.004089784873068886,0.015432949703210054,-0.31715563037749933,0.9481277019951152,0.0,0.021590896908488838
1744722646.9228892,0.02522831753862474,0.003869651537139393,0.015444086782230356,-0.35404835933602286,0.9350042433438637,0.0,0.020416272442332302
1744722646.991505,0.02670003295441262,0.0037084990586395907,0.015468659044936505,-0.291132885804063,0.956496363898767,0.0,0.01887719925825515
1744722647.0674093,0.027596874714099422,0.004063448696225293,0.015479984370754221,0.6460108149275652,0.7631178028541737,-0.0,0.01792333572865025
1744722647.1365414,0.028019601081006158,0.0043958461747525025,0.015593462767149745,-0.7064428205583079,0.7076233684175826,0.0,0.014412139014616033
1744722647.2043653,0.028279209092977774,0.005577273812753603,0.01575231962143578,0.3996427666041096,0.9166548137030712,-0.0,0.005441655630510611
1744722647.2721634,0.028466408670109637,0.006768502629019693,0.015775635557887094,0.8806535010278882,0.47373327342699223,-0.0,0.005118278565098266
1744722647.3398788,0.028630393685717657,0.007833816078026036,0.015851384013545456,-0.9985490615279402,0.05374788715521153,0.0,0.0033070149713258935
1744722647.407565,0.02874938330018604,0.0091143036554761,0.015870165539782863,0.9733240660727533,-0.22943332149546897,0.0,0.0007831929260893602
1744722647.4748318,0.02889401118530663,0.01032848950155958,0.015751409686691527,0.9300913691236558,-0.3672973202920891,0.0,0.004766926466198925
1744722647.5431182,0.02899793714014194,0.011634495087319239,0.015834805842494814,0.9999279318665676,-0.007370683283314955,0.0,0.009476502571426218
1744722647.6109288,0.029107401986900636,0.012907718357942303,0.015959725016760035,0.9992795826400779,-0.03431164248427361,0.0,0.016218104349877135
1744722647.6794524,0.02918383507550732,0.014343674788828004,0.016046893762207956,0.9991327006095015,0.02885163585643333,-0.0,0.030023818564134632
1744722647.7497425,0.02933317502107688,0.015432181682325434,0.015820068664571002,0.9988146403597071,-0.03925557032830706,0.0,0.028780451721757673
1744722647.816855,0.029440315093098975,0.016509794408808738,0.015775090745125123,0.9985541209819179,-0.04757825336629877,0.0,0.02501953789824932
1744722647.8841925,0.029542296569554226,0.017777730660173637,0.015640708439418782,0.9983642030265811,-0.051146730465233055,0.0,0.02555249650849157
1744722647.9522588,0.029648975538125986,0.018838383206553146,0.015621115454532328,0.9950479269960939,-0.09774051071988456,0.0,0.01806697387479028
1744722648.0212018,0.02975183641779338,0.019953112682792856,0.01562990686545058,0.9982769229184398,-0.05722377407720806,0.0,0.012985563093376033
1744722648.0995536,0.029860302664511326,0.021061495088306986,0.015494683889384147,0.9906348648405454,-0.13590348270410288,0.0,0.013145643812690528
1744722648.103084,0.02994606951569359,0.022300256723621917,0.015596050763015642,0.9997126995777625,-0.016446498369603796,0.0,0.01743648457461865
1744722648.2344131,0.030074080755729617,0.023483187612383376,0.015741076805621656,0.9982888900092596,-0.0539392864909475,0.0,0.02257975768089523
1744722648.3021898,0.03020339276781625,0.024621420222660107,0.015646872606078353,0.9978038816888449,-0.06240285895160381,0.0,0.022210287736536653
1744722648.3701434,0.030280839378738565,0.025904934310718344,0.015532595971697375,0.9994202412980397,-0.017575269851104018,0.0,0.029159752629765345
1744722648.4387805,0.030392873402792682,0.027034019471554663,0.01546550978327622,0.9989932980203656,-0.03576044536457721,0.0,0.027084701543865337
