timestamp,robot2_j1_desired_pos,robot2_j1_desired_vel,robot2_j1_actual_pos,robot2_j1_actual_vel,robot2_j1_error_pos,robot2_j1_error_vel,robot2_j2_desired_pos,robot2_j2_desired_vel,robot2_j2_actual_pos,robot2_j2_actual_vel,robot2_j2_error_pos,robot2_j2_error_vel,robot2_j3_desired_pos,robot2_j3_desired_vel,robot2_j3_actual_pos,robot2_j3_actual_vel,robot2_j3_error_pos,robot2_j3_error_vel,robot2_j4_desired_pos,robot2_j4_desired_vel,robot2_j4_actual_pos,robot2_j4_actual_vel,robot2_j4_error_pos,robot2_j4_error_vel,robot2_j5_desired_pos,robot2_j5_desired_vel,robot2_j5_actual_pos,robot2_j5_actual_vel,robot2_j5_error_pos,robot2_j5_error_vel,robot2_j6_desired_pos,robot2_j6_desired_vel,robot2_j6_actual_pos,robot2_j6_actual_vel,robot2_j6_error_pos,robot2_j6_error_vel,
1.88718,-5.22355e-05,2.37384e-05,-5.21569e-05,0.000156318,-7.85648e-08,-0.00013258,-1.53969,0.0311531,-1.53972,-0.00471652,3.58696e-05,0.0358696,-0.342044,-0.302445,-0.341742,-4.36285e-05,-0.000302402,-0.302402,-1.21971,0.314054,-1.22002,4.44472e-05,0.000314009,0.314009,0.36195,0.32,0.36163,0.000221586,0.000319778,0.319778,4.40272e-06,-1.77243e-05,4.56455e-06,0.000137856,-1.61831e-07,-0.00015558,
1.93063,-5.17607e-05,2.37384e-05,-5.16819e-05,0.000157368,-7.8873e-08,-0.00013363,-1.53907,0.0311531,-1.5391,-0.00479176,3.59449e-05,0.0359449,-0.348093,-0.302445,-0.347791,-4.42946e-05,-0.000302401,-0.302401,-1.21343,0.314054,-1.21374,4.65588e-05,0.000314007,0.314007,0.36835,0.32,0.36803,0.0002248,0.000319775,0.319775,4.04823e-06,-1.77243e-05,4.21539e-06,0.000137811,-1.67164e-07,-0.000155535,
1.97392,-5.1286e-05,2.37384e-05,-5.12069e-05,0.000158354,-7.91038e-08,-0.000134616,-1.53844,0.0311531,-1.53848,-0.00486676,3.60199e-05,0.0360199,-0.354142,-0.302445,-0.35384,-4.49587e-05,-0.0003024,-0.3024,-1.20715,0.314054,-1.20746,4.8662e-05,0.000314005,0.314005,0.37475,0.32,0.37443,0.000228024,0.000319772,0.319772,3.69375e-06,-1.77243e-05,3.87433e-06,0.000137775,-1.80586e-07,-0.000155499,
2.01728,-5.08112e-05,2.37384e-05,-5.07319e-05,0.000159276,-7.92564e-08,-0.000135537,-1.53782,0.0311531,-1.53786,-0.00494152,3.60946e-05,0.0360946,-0.360191,-0.302445,-0.359888,-4.56207e-05,-0.0003024,-0.3024,-1.20087,0.314054,-1.20118,5.07567e-05,0.000314003,0.314003,0.38115,0.32,0.38083,0.000231256,0.000319769,0.319769,3.33926e-06,-1.77243e-05,3.61484e-06,0.000137748,-2.7558e-07,-0.000155473,
2.06063,-5.03364e-05,2.37384e-05,-5.02571e-05,0.000160132,-7.93309e-08,-0.000136394,-1.5372,0.0311531,-1.53723,-0.00501604,3.61691e-05,0.0361691,-0.36624,-0.302445,-0.365937,-4.62807e-05,-0.000302399,-0.302399,-1.19459,0.314054,-1.1949,5.28427e-05,0.000314001,0.314001,0.38755,0.32,0.38723,0.000234496,0.000319766,0.319766,2.98477e-06,-1.77243e-05,-3.63922e-06,0.000137731,6.62399e-06,-0.000155455,
2.10379,-4.98617e-05,2.37384e-05,-4.97823e-05,0.000160925,-7.93275e-08,-0.000137187,-1.53657,0.0311531,-1.53661,-0.00509031,3.62434e-05,0.0362434,-0.372289,-0.302445,-0.371986,-4.69386e-05,-0.000302398,-0.302398,-1.1883,0.314054,-1.18862,5.49197e-05,0.000313999,0.313999,0.39395,0.32,0.39363,0.000237744,0.000319762,0.319762,2.63029e-06,-1.77243e-05,4.0727e-06,0.000137723,-1.44241e-06,-0.000155447,
2.14706,-4.93869e-05,2.37384e-05,-4.93077e-05,0.000161654,-7.92464e-08,-0.000137915,-1.53595,0.0311531,-1.53599,-0.00516433,3.63174e-05,0.0363174,-0.378338,-0.302445,-0.378035,-4.75946e-05,-0.000302398,-0.302398,-1.18202,0.314054,-1.18234,5.69875e-05,0.000313997,0.313997,0.40035,0.32,0.40003,0.000240997,0.000319759,0.319759,2.2758e-06,-1.77243e-05,-3.68981e-06,0.000137724,5.96561e-06,-0.000155448,
2.19033,-4.89121e-05,2.37384e-05,-4.88331e-05,0.000162317,-7.90856e-08,-0.000138579,-1.53533,0.0311531,-1.53536,-0.0052381,3.63912e-05,0.0363912,-0.384386,-0.302445,-0.384084,-4.82484e-05,-0.000302397,-0.302397,-1.17574,0.314054,-1.17606,5.90461e-05,0.000313995,0.313995,0.40675,0.32,0.40643,0.000244257,0.000319756,0.319756,1.92132e-06,-1.77243e-05,3.81323e-06,0.000137734,-1.89191e-06,-0.000155458,
2.23362,-4.84374e-05,2.37384e-05,-4.83585e-05,0.000162915,-7.88452e-08,-0.000139177,-1.5347,0.0311531,-1.53474,-0.00531161,3.64647e-05,0.0364647,-0.390435,-0.302445,-0.390133,-4.89002e-05,-0.000302396,-0.302396,-1.16946,0.314054,-1.16977,6.10957e-05,0.000313993,0.313993,0.41315,0.32,0.41283,0.000247522,0.000319752,0.319752,1.56683e-06,-1.77243e-05,5.59544e-06,0.000137752,-4.02861e-06,-0.000155477,
2.2769,-4.79626e-05,2.37384e-05,-4.78841e-05,0.000163448,-7.8525e-08,-0.00013971,-1.53408,0.0311531,-1.53412,-0.00538486,3.6538e-05,0.036538,-0.396484,-0.302445,-0.396182,-4.95498e-05,-0.000302396,-0.302396,-1.16318,0.314054,-1.16349,6.31355e-05,0.00031399,0.31399,0.41955,0.32,0.41923,0.000250791,0.000319749,0.319749,1.21234e-06,-1.77243e-05,-3.77278e-06,0.000137781,4.98512e-06,-0.000155505,
2.32025,-4.74878e-05,2.37384e-05,-4.74097e-05,0.000163917,-7.81249e-08,-0.000140178,-1.53346,0.0311531,-1.53349,-0.00545785,3.6611e-05,0.036611,-0.402533,-0.302445,-0.402231,-5.01974e-05,-0.000302395,-0.302395,-1.1569,0.314054,-1.15721,6.51659e-05,0.000313988,0.313988,0.42595,0.32,0.42563,0.000254063,0.000319746,0.319746,8.57859e-07,-1.77243e-05,5.88159e-06,0.000137816,-5.02374e-06,-0.00015554,
2.36358,-4.70131e-05,2.37384e-05,-4.69354e-05,0.000164321,-7.76457e-08,-0.000140582,-1.53283,0.0311531,-1.53287,-0.00553058,3.66837e-05,0.0366837,-0.408582,-0.302445,-0.40828,-5.08429e-05,-0.000302394,-0.302394,-1.15062,0.314054,-1.15093,6.71861e-05,0.000313986,0.313986,0.43235,0.32,0.43203,0.000257337,0.000319743,0.319743,5.03373e-07,-1.77243e-05,5.29755e-06,0.000137861,-4.79418e-06,-0.000155585,
2.40642,-4.65383e-05,2.37384e-05,-4.64612e-05,0.000164661,-7.70874e-08,-0.000140922,-1.53221,0.0311531,-1.53225,-0.00560303,3.67561e-05,0.0367561,-0.414631,-0.302445,-0.414329,-5.14863e-05,-0.000302394,-0.302394,-1.14434,0.314054,-1.14465,6.91962e-05,0.000313984,0.313984,0.43875,0.32,0.43843,0.000260612,0.000319739,0.319739,1.48887e-07,-1.77243e-05,4.81434e-06,0.000137914,-4.66545e-06,-0.000155639,
2.45028,-4.60635e-05,2.37384e-05,-4.59871e-05,0.000164936,-7.64488e-08,-0.000141198,-1.53159,0.0311531,-1.53163,-0.00567521,3.68283e-05,0.0368283,-0.42068,-0.302445,-0.420377,-5.21276e-05,-0.000302393,-0.302393,-1.13806,0.314054,-1.13837,7.11961e-05,0.000313982,0.313982,0.44515,0.32,0.44483,0.000263887,0.000319736,0.319736,-2.05599e-07,-1.77243e-05,4.4411e-06,0.000137976,-4.64669e-06,-0.0001557,
2.49367,-4.55888e-05,2.37384e-05,-4.5513e-05,0.000165147,-7.573e-08,-0.000141409,-1.53097,0.0311531,-1.531,-0.00574711,3.69002e-05,0.0369002,-0.426729,-0.302445,-0.426426,-5.27668e-05,-0.000302393,-0.302393,-1.13177,0.314054,-1.13209,7.31858e-05,0.00031398,0.31398,0.45155,0.32,0.45123,0.000267162,0.000319733,0.319733,-5.60084e-07,-1.77243e-05,4.17978e-06,0.000138046,-4.73986e-06,-0.00015577,
2.53648,-4.5114e-05,2.37384e-05,-4.50391e-05,0.000165294,-7.49312e-08,-0.000141556,-1.53034,0.0311531,-1.53038,-0.00581873,3.69718e-05,0.0369718,-0.432778,-0.302445,-0.432475,-5.34039e-05,-0.000302392,-0.302392,-1.12549,0.314054,-1.12581,7.51649e-05,0.000313978,0.313978,0.45795,0.32,0.45763,0.000270434,0.00031973,0.31973,-9.1457e-07,-1.77243e-05,4.02437e-06,0.000138124,-4.93894e-06,-0.000155848,
2.57997,-4.46392e-05,2.37384e-05,-4.45652e-05,0.000165378,-7.40525e-08,-0.000141639,-1.52972,0.0311531,-1.52976,-0.00589007,3.70432e-05,0.0370432,-0.438827,-0.302445,-0.438524,-5.40388e-05,-0.000302391,-0.302391,-1.11921,0.314054,-1.11953,7.71333e-05,0.000313976,0.313976,0.46435,0.32,0.46403,0.000273704,0.000319726,0.319726,-1.26906e-06,-1.77243e-05,3.96266e-06,0.00013821,-5.23171e-06,-0.000155934,
2.62331,-4.41645e-05,2.37384e-05,-4.40914e-05,0.000165399,-7.30952e-08,-0.000141661,-1.5291,0.0311531,-1.52913,-0.00596113,3.71142e-05,0.0371142,-0.444876,-0.302445,-0.444573,-5.46716e-05,-0.000302391,-0.302391,-1.11293,0.314054,-1.11325,7.90906e-05,0.000313975,0.313975,0.47075,0.32,0.47043,0.000276968,0.000319723,0.319723,-1.62354e-06,-1.77243e-05,4.66672e-06,0.000138303,-6.29026e-06,-0.000156028,
2.6666,-4.36897e-05,2.37384e-05,-4.36153e-05,0.000138566,-7.43886e-08,-0.000114827,-1.52847,0.0311531,-1.52851,-0.00617574,3.73288e-05,0.0373288,-0.450924,-0.302445,-0.450622,-5.64002e-05,-0.000302389,-0.302389,-1.10665,0.314054,-1.10696,8.06437e-05,0.000313973,0.313973,0.47715,0.32,0.47683,0.000279474,0.000319721,0.319721,-1.97803e-06,-1.77243e-05,-5.86452e-06,0.000140124,3.88649e-06,-0.000157849,
2.7105,-4.32149e-05,2.37384e-05,-4.31435e-05,0.000165788,-7.14701e-08,-0.000142049,-1.52785,0.0311531,-1.52789,-0.00609661,3.72497e-05,0.0372497,-0.456973,-0.302445,-0.456671,-5.58806e-05,-0.000302389,-0.302389,-1.10037,0.314054,-1.10068,8.2736e-05,0.000313971,0.313971,0.48355,0.32,0.48323,0.000283178,0.000319717,0.319717,-2.33251e-06,-1.77243e-05,4.20193e-06,0.000138582,-6.53444e-06,-0.000156306,
2.75423,-4.27402e-05,2.37384e-05,-4.2669e-05,0.000163839,-7.11451e-08,-0.0001401,-1.52723,0.0311531,-1.52726,-0.00618416,3.73373e-05,0.0373373,-0.463022,-0.302445,-0.46272,-5.66522e-05,-0.000302389,-0.302389,-1.09409,0.314054,-1.0944,8.53792e-05,0.000313968,0.313968,0.48995,0.32,0.48963,0.000287304,0.000319713,0.319713,-2.687e-06,-1.77243e-05,-4.25924e-06,0.00013842,1.57224e-06,-0.000156145,
2.79697,-4.22654e-05,2.37384e-05,-4.21933e-05,0.000140526,-7.20753e-08,-0.000116788,-1.5266,0.0311531,-1.52664,-0.0063732,3.75263e-05,0.0375263,-0.469071,-0.302445,-0.468769,-5.81643e-05,-0.000302387,-0.302387,-1.08781,0.314054,-1.08812,8.62563e-05,0.000313967,0.313967,0.49635,0.32,0.49603,0.000288867,0.000319711,0.319711,-3.04148e-06,-1.77243e-05,-4.09059e-06,0.00014038,1.0491e-06,-0.000158104,
2.83932,-4.17906e-05,2.37384e-05,-4.1723e-05,0.000165074,-6.76204e-08,-0.000141336,-1.52598,0.0311531,-1.52602,-0.00630671,3.74598e-05,0.0374598,-0.47512,-0.302445,-0.474818,-5.7757e-05,-0.000302388,-0.302388,-1.08153,0.314054,-1.08184,8.84878e-05,0.000313965,0.313965,0.50275,0.32,0.50243,0.000292905,0.000319707,0.319707,-3.39597e-06,-1.77243e-05,-4.1746e-06,0.000138953,7.78631e-07,-0.000156677,
2.88086,-4.13159e-05,2.37384e-05,-4.12484e-05,0.000163062,-6.74507e-08,-0.000139324,-1.52536,0.0311531,-1.5254,-0.00639212,3.75452e-05,0.0375452,-0.481169,-0.302445,-0.480867,-5.8512e-05,-0.000302387,-0.302387,-1.07524,0.314054,-1.07556,9.10457e-05,0.000313963,0.313963,0.50915,0.32,0.50883,0.000296937,0.000319703,0.319703,-3.75046e-06,-1.77243e-05,4.14305e-06,0.000138839,-7.89351e-06,-0.000156564,
2.92373,-4.08411e-05,2.37384e-05,-4.07735e-05,0.000140065,-6.75959e-08,-0.000116327,-1.52473,0.0311531,-1.52477,-0.00657174,3.77248e-05,0.0377248,-0.487218,-0.302445,-0.486915,-5.99477e-05,-0.000302385,-0.302385,-1.06896,0.314054,-1.06928,9.18415e-05,0.000313962,0.313962,0.51555,0.32,0.51523,0.000298241,0.000319702,0.319702,-4.10494e-06,-1.77243e-05,4.17579e-06,0.000140708,-8.28073e-06,-0.000158432,
2.96592,-4.03663e-05,2.37384e-05,-4.03033e-05,0.000163825,-6.3057e-08,-0.000140087,-1.52411,0.0311531,-1.52415,-0.00651405,3.76672e-05,0.0376672,-0.493267,-0.302445,-0.492964,-5.96133e-05,-0.000302386,-0.302386,-1.06268,0.314054,-1.063,9.41291e-05,0.000313959,0.313959,0.52195,0.32,0.52163,0.000302526,0.000319697,0.319697,-4.45943e-06,-1.77243e-05,-4.21906e-06,0.000139396,-2.40368e-07,-0.00015712,
3.00768,-3.98916e-05,2.37384e-05,-3.98285e-05,0.000161753,-6.30746e-08,-0.000138015,-1.52349,0.0311531,-1.52353,-0.00659735,3.77505e-05,0.0377505,-0.499316,-0.302445,-0.499013,-6.03519e-05,-0.000302385,-0.302385,-1.0564,0.314054,-1.05672,9.6602e-05,0.000313957,0.313957,0.52835,0.32,0.52803,0.000306455,0.000319694,0.319694,-4.81391e-06,-1.77243e-05,-4.62355e-06,0.000139329,-1.90369e-07,-0.000157053,
3.05006,-3.94168e-05,2.37384e-05,-3.93543e-05,0.000139076,-6.24946e-08,-0.000115337,-1.52287,0.0311531,-1.5229,-0.00676771,3.79208e-05,0.0379208,-0.505365,-0.302445,-0.505062,-6.17136e-05,-0.000302384,-0.302384,-1.05012,0.314054,-1.05043,9.73224e-05,0.000313956,0.313956,0.53475,0.32,0.53443,0.000307487,0.000319693,0.319693,-5.1684e-06,-1.77243e-05,-4.99072e-06,0.000141107,-1.7768e-07,-0.000158831,
3.09249,-3.8942e-05,2.37384e-05,-3.88842e-05,0.000162055,-5.77898e-08,-0.000138317,-1.52224,0.0311531,-1.52228,-0.00671859,3.78717e-05,0.0378717,-0.511413,-0.302445,-0.511111,-6.14494e-05,-0.000302384,-0.302384,-1.04384,0.314054,-1.04415,9.96559e-05,0.000313954,0.313954,0.54115,0.32,0.54083,0.000312009,0.000319688,0.319688,-5.52289e-06,-1.77243e-05,-5.34725e-06,0.00013991,-1.75638e-07,-0.000157635,
3.13475,-3.84673e-05,2.37384e-05,-3.84092e-05,0.00015993,-5.80329e-08,-0.000136192,-1.52162,0.0311531,-1.52166,-0.00679977,3.79529e-05,0.0379529,-0.517462,-0.302445,-0.51716,-6.21717e-05,-0.000302383,-0.302383,-1.03756,0.314054,-1.03787,0.000102042,0.000313952,0.313952,0.54755,0.32,0.54723,0.000315824,0.000319684,0.319684,-5.87737e-06,-1.77243e-05,-5.70476e-06,0.000139889,-1.72611e-07,-0.000157614,
3.17769,-3.79925e-05,2.37384e-05,-3.79358e-05,0.000159375,-5.66486e-08,-0.000135637,-1.521,0.0311531,-1.52103,-0.00686431,3.80174e-05,0.0380174,-0.523511,-0.302445,-0.523209,-6.27531e-05,-0.000302383,-0.302383,-1.03128,0.314054,-1.03159,0.000103762,0.00031395,0.31395,0.55395,0.32,0.55363,0.000318811,0.000319681,0.319681,-6.23186e-06,-1.77243e-05,-6.06061e-06,0.000140092,-1.71251e-07,-0.000157816,
3.22112,-3.75177e-05,2.37384e-05,-3.74604e-05,0.000136962,-5.73117e-08,-0.000113224,-1.52037,0.0311531,-1.52041,-0.00703689,3.819e-05,0.03819,-0.52956,-0.302445,-0.529258,-6.41345e-05,-0.000302381,-0.302381,-1.025,0.314054,-1.02531,0.000104461,0.000313949,0.313949,0.56035,0.32,0.56003,0.000319865,0.00031968,0.31968,-6.58634e-06,-1.77243e-05,-6.41713e-06,0.000141912,-1.69211e-07,-0.000159637,
3.26341,-3.7043e-05,2.37384e-05,-3.69902e-05,0.000157778,-5.27419e-08,-0.00013404,-1.51975,0.0311531,-1.51979,-0.00699693,3.815e-05,0.03815,-0.535609,-0.302445,-0.535307,-6.39492e-05,-0.000302381,-0.302381,-1.01872,0.314054,-1.01903,0.000107289,0.000313946,0.313946,0.56675,0.32,0.56643,0.000324908,0.000319675,0.319675,-6.94083e-06,-1.77243e-05,-6.77166e-06,0.000140522,-1.69171e-07,-0.000158246,
3.30561,-3.65682e-05,2.37384e-05,-3.65152e-05,0.000135726,-5.29887e-08,-0.000111988,-1.51913,0.0311531,-1.51917,-0.00716285,3.8316e-05,0.038316,-0.541658,-0.302445,-0.541356,-6.52774e-05,-0.00030238,-0.30238,-1.01243,0.314054,-1.01275,0.000107949,0.000313946,0.313946,0.57315,0.32,0.57283,0.000325773,0.000319674,0.319674,-7.29531e-06,-1.77243e-05,-7.12702e-06,0.000142276,-1.6829e-07,-0.00016,
3.3473,-3.60934e-05,2.37384e-05,-3.60449e-05,0.000155963,-4.85585e-08,-0.000132225,-1.5185,0.0311531,-1.51854,-0.00712847,3.82816e-05,0.0382816,-0.547707,-0.302445,-0.547405,-6.51382e-05,-0.00030238,-0.30238,-1.00615,0.314054,-1.00647,0.000110768,0.000313943,0.313943,0.57955,0.32,0.57923,0.000330919,0.000319669,0.319669,-7.6498e-06,-1.77243e-05,-7.48179e-06,0.000140984,-1.6801e-07,-0.000158708,
3.39054,-3.56187e-05,2.37384e-05,-3.5572e-05,0.000155097,-4.66717e-08,-0.000131358,-1.51788,0.0311531,-1.51792,-0.00719201,3.83451e-05,0.0383451,-0.553756,-0.302445,-0.553453,-6.57133e-05,-0.00030238,-0.30238,-0.999872,0.314054,-1.00019,0.000112434,0.000313941,0.313941,0.58595,0.32,0.58563,0.000333814,0.000319666,0.319666,-8.00429e-06,-1.77243e-05,-7.83654e-06,0.000141228,-1.67748e-07,-0.000158953,
3.43282,-3.51439e-05,2.37384e-05,-3.50995e-05,0.000154059,-4.43711e-08,-0.00013032,-1.51726,0.0311531,-1.5173,-0.00725699,3.84101e-05,0.0384101,-0.559805,-0.302445,-0.559502,-6.63023e-05,-0.000302379,-0.302379,-0.993591,0.314054,-0.993905,0.000114138,0.000313939,0.313939,0.59235,0.32,0.59203,0.000336755,0.000319663,0.319663,-8.35877e-06,-1.77243e-05,-8.19132e-06,0.000141481,-1.67455e-07,-0.000159205,
3.47511,-3.46691e-05,2.37384e-05,-3.46305e-05,0.000154405,-3.85949e-08,-0.000130666,-1.51663,0.0311531,-1.51667,-0.00730774,3.84608e-05,0.0384608,-0.565854,-0.302445,-0.565551,-6.67694e-05,-0.000302379,-0.302379,-0.98731,0.314054,-0.987624,0.000115236,0.000313938,0.313938,0.59875,0.32,0.59843,0.000338979,0.000319661,0.319661,-8.71326e-06,-1.77243e-05,-8.54542e-06,0.000141948,-1.67842e-07,-0.000159672,
3.51729,-3.41944e-05,2.37384e-05,-3.41567e-05,0.000151241,-3.76822e-08,-0.000127502,-1.51601,0.0311531,-1.51605,-0.00739434,3.85475e-05,0.0385474,-0.571903,-0.302445,-0.5716,-6.75464e-05,-0.000302378,-0.302378,-0.981029,0.314054,-0.981343,0.000117751,0.000313936,0.313936,0.60515,0.32,0.60483,0.000342918,0.000319657,0.319657,-9.06774e-06,-1.77243e-05,-8.90086e-06,0.000142021,-1.66883e-07,-0.000159745,
3.56018,-3.37196e-05,2.37384e-05,-3.36822e-05,0.000150802,-3.73574e-08,-0.000127063,-1.51539,0.0311531,-1.51543,-0.00744779,3.86009e-05,0.0386009,-0.577951,-0.302445,-0.577649,-6.80348e-05,-0.000302377,-0.302377,-0.974748,0.314054,-0.975061,0.000119095,0.000313935,0.313935,0.61155,0.32,0.61123,0.000345314,0.000319655,0.319655,-9.42223e-06,-1.77243e-05,-9.25514e-06,0.000142291,-1.67092e-07,-0.000160015,
3.60245,-3.32448e-05,2.37384e-05,-3.32121e-05,0.000149127,-3.27304e-08,-0.000125389,-1.51477,0.0311531,-1.5148,-0.00751688,3.867e-05,0.03867,-0.584,-0.302445,-0.583698,-6.86581e-05,-0.000302377,-0.302377,-0.968466,0.314054,-0.96878,0.000120901,0.000313933,0.313933,0.61795,0.32,0.61763,0.000348408,0.000319652,0.319652,-9.77672e-06,-1.77243e-05,-9.60994e-06,0.000142593,-1.66779e-07,-0.000160318,
3.64706,-3.27701e-05,2.37384e-05,-3.27393e-05,0.000147848,-3.07481e-08,-0.00012411,-1.51414,0.0311531,-1.51418,-0.00758063,3.87337e-05,0.0387337,-0.590049,-0.302445,-0.589747,-6.92414e-05,-0.000302376,-0.302376,-0.962185,0.314054,-0.962499,0.000122545,0.000313931,0.313931,0.62435,0.32,0.62403,0.000351198,0.000319649,0.319649,-1.01312e-05,-1.77243e-05,-9.9642e-06,0.000142885,-1.67001e-07,-0.000160609,
3.69262,-3.22953e-05,2.37384e-05,-3.22674e-05,0.000146566,-2.78522e-08,-0.000122827,-1.51352,0.0311531,-1.51356,-0.007643,3.87961e-05,0.0387961,-0.596098,-0.302445,-0.595796,-6.981e-05,-0.000302375,-0.302375,-0.955904,0.314054,-0.956218,0.000124138,0.000313929,0.313929,0.63075,0.32,0.63043,0.000353926,0.000319646,0.319646,-1.04857e-05,-1.77243e-05,-1.03187e-05,0.000143191,-1.67036e-07,-0.000160915,
3.73375,-3.18205e-05,2.37384e-05,-3.17957e-05,0.000145224,-2.48584e-08,-0.000121486,-1.5129,0.0311531,-1.51294,-0.00770542,3.88585e-05,0.0388585,-0.602147,-0.302445,-0.601845,-7.03802e-05,-0.000302375,-0.302375,-0.949623,0.314054,-0.949937,0.000125727,0.000313928,0.313928,0.63715,0.32,0.63683,0.000356633,0.000319643,0.319643,-1.08402e-05,-1.77243e-05,-1.06731e-05,0.000143506,-1.67116e-07,-0.000161231,
3.77424,-3.13458e-05,2.37384e-05,-3.1324e-05,0.000143839,-2.17376e-08,-0.000120101,-1.51227,0.0311531,-1.51231,-0.0077675,3.89206e-05,0.0389206,-0.608196,-0.302445,-0.607894,-7.09478e-05,-0.000302374,-0.302374,-0.943342,0.314054,-0.943656,0.0001273,0.000313926,0.313926,0.64355,0.32,0.64323,0.000359304,0.000319641,0.319641,-1.11947e-05,-1.77243e-05,-1.10274e-05,0.000143831,-1.67225e-07,-0.000161556,
3.81483,-3.0871e-05,2.37384e-05,-3.08525e-05,0.000142414,-1.84469e-08,-0.000118676,-1.51165,0.0311531,-1.51169,-0.00782921,3.89823e-05,0.0389823,-0.614245,-0.302445,-0.613943,-7.15128e-05,-0.000302374,-0.302374,-0.937061,0.314054,-0.937375,0.000128857,0.000313925,0.313925,0.64995,0.32,0.64963,0.000361937,0.000319638,0.319638,-1.15491e-05,-1.77243e-05,-1.13818e-05,0.000144166,-1.67361e-07,-0.00016189,
3.85539,-3.03962e-05,2.37384e-05,-3.03813e-05,0.000140949,-1.49511e-08,-0.000117211,-1.51103,0.0311531,-1.51107,-0.00789057,3.90437e-05,0.0390437,-0.620294,-0.302445,-0.619991,-7.20751e-05,-0.000302373,-0.302373,-0.93078,0.314054,-0.931094,0.000130396,0.000313923,0.313923,0.65635,0.32,0.65603,0.000364532,0.000319635,0.319635,-1.19036e-05,-1.77243e-05,-1.17361e-05,0.000144511,-1.67521e-07,-0.000162235,
3.89541,-2.99215e-05,2.37384e-05,-2.99103e-05,0.000139445,-1.11976e-08,-0.000115707,-1.5104,0.0311531,-1.51044,-0.00795157,3.91047e-05,0.0391047,-0.626343,-0.302445,-0.62604,-7.26347e-05,-0.000302373,-0.302373,-0.924499,0.314054,-0.924813,0.000131918,0.000313922,0.313922,0.66275,0.32,0.66243,0.000367088,0.000319633,0.319633,-1.22581e-05,-1.77243e-05,-1.20904e-05,0.000144865,-1.67704e-07,-0.000162589,
3.93612,-2.94467e-05,2.37384e-05,-2.94396e-05,0.000137904,-7.10823e-09,-0.000114165,-1.50978,0.0311531,-1.50982,-0.0080122,3.91653e-05,0.0391653,-0.632392,-0.302445,-0.632089,-7.31917e-05,-0.000302372,-0.302372,-0.918218,0.314054,-0.918532,0.000133422,0.00031392,0.31392,0.66915,0.32,0.66883,0.000369603,0.00031963,0.31963,-1.26126e-05,-1.77243e-05,-1.24447e-05,0.00014523,-1.6791e-07,-0.000162954,
3.97611,-2.89719e-05,2.37384e-05,-2.89694e-05,0.000136325,-2.56274e-09,-0.000112587,-1.50916,0.0311531,-1.5092,-0.00807247,3.92256e-05,0.0392256,-0.638441,-0.302445,-0.638138,-7.37458e-05,-0.000302372,-0.302372,-0.911937,0.314054,-0.912251,0.000134909,0.000313919,0.313919,0.67555,0.32,0.67523,0.000372077,0.000319628,0.319628,-1.29671e-05,-1.77243e-05,-1.2799e-05,0.000145605,-1.68136e-07,-0.000163329,
4.01671,-2.84972e-05,2.37384e-05,-2.84998e-05,0.000134711,2.63226e-09,-0.000110972,-1.50854,0.0311531,-1.50857,-0.00813238,3.92855e-05,0.0392855,-0.644489,-0.302445,-0.644187,-7.42972e-05,-0.000302371,-0.302371,-0.905656,0.314054,-0.90597,0.000136378,0.000313917,0.313917,0.68195,0.32,0.68163,0.00037451,0.000319625,0.319625,-1.33216e-05,-1.77243e-05,-1.31532e-05,0.000145991,-1.68382e-07,-0.000163715,
4.05718,-2.80224e-05,2.37384e-05,-2.80312e-05,0.000133061,8.80759e-09,-0.000109323,-1.50791,0.0311531,-1.50795,-0.00819191,3.9345e-05,0.039345,-0.650538,-0.302445,-0.650236,-7.48458e-05,-0.00030237,-0.30237,-0.899375,0.314054,-0.899689,0.000137829,0.000313916,0.313916,0.68835,0.32,0.68803,0.000376899,0.000319623,0.319623,-1.36761e-05,-1.77243e-05,-1.35074e-05,0.000146387,-1.68647e-07,-0.000164111,
4.09754,-2.75476e-05,2.37384e-05,-2.75642e-05,0.000131378,1.65774e-08,-0.00010764,-1.50729,0.0311531,-1.50733,-0.00825108,3.94042e-05,0.0394042,-0.656587,-0.302445,-0.656285,-7.53915e-05,-0.00030237,-0.30237,-0.893094,0.314054,-0.893408,0.000139262,0.000313914,0.313914,0.69475,0.32,0.69443,0.000379245,0.000319621,0.319621,-1.40305e-05,-1.77243e-05,-1.38616e-05,0.000146794,-1.68931e-07,-0.000164518,
4.13744,-2.70729e-05,2.37384e-05,-2.71001e-05,0.000129662,2.72226e-08,-0.000105923,-1.50667,0.0311531,-1.50671,-0.00830987,3.9463e-05,0.039463,-0.662636,-0.302445,-0.662334,-7.59344e-05,-0.000302369,-0.302369,-0.886813,0.314054,-0.887126,0.000140676,0.000313913,0.313913,0.70115,0.32,0.70083,0.000381547,0.000319618,0.319618,-1.4385e-05,-1.77243e-05,-1.42158e-05,0.000147212,-1.69233e-07,-0.000164936,
