Link Name,Center of Mass X,Center of Mass Y,Center of Mass Z,Center of Mass Roll,Center of Mass Pitch,Center of Mass Yaw,Mass,Moment Ixx,Moment Ixy,Moment Ixz,Moment Iyy,Moment Iyz,Moment Izz,Visual X,Visual Y,Visual Z,Visual Roll,Visual Pitch,Visual Yaw,Mesh Filename,Color Red,Color Green,Color Blue,Color Alpha,Collision X,Collision Y,Collision Z,Collision Roll,Collision Pitch,Collision Yaw,Collision Mesh Filename,Material Name,SW Components,Coordinate System,Axis Name,Joint Name,Joint Type,Joint Origin X,Joint Origin Y,Joint Origin Z,Joint Origin Roll,Joint Origin Pitch,Joint Origin Yaw,Parent,Joint Axis X,Joint Axis Y,Joint Axis Z,Limit Effort,Limit Velocity,Limit Lower,Limit Upper,Calibration rising,Calibration falling,Dynamics Damping,Dynamics Friction,Safety Soft Upper,Safety Soft Lower,Safety K Position,Safety K Velocity
magnetometer_base_link,2.0717E-07,0.0021605,-0.036248,0,0,0,0.033205,5.6306E-05,-5.922E-12,6.6801E-10,5.9694E-05,2.0305E-06,1.1454E-05,0,0,0,0,0,0,package://magnetometer_array/meshes/magnetometer_base_link.STL,1,1,1,1,0,0,0,0,0,0,package://magnetometer_array/meshes/magnetometer_base_link.STL,,magarray_holder-1,坐标系1,,,,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,
magnetometer_tcp_link,-0.00019067,0.0018908,-0.060443,0,0,0,0.0022623,3.3502E-07,6.2726E-20,-6.8291E-10,4.1094E-07,1.8218E-19,8.7172E-08,0,0,0,0,0,0,package://magnetometer_array/meshes/magnetometer_tcp_link.STL,0.75294,0.75294,0.75294,1,0,0,0,0,0,0,package://magnetometer_array/meshes/magnetometer_tcp_link.STL,,Magnetic sensor V1-1,坐标系2,,magnetometer,fixed,0,0.00023753,-0.19309,3.1416,0,3.1416,magnetometer_base_link,0,0,0,,,,,,,,,,,,
